ont,wikiPageWikiLink,link
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_en_Afrique_du_Sud
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_en_Colombie-Britannique
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_en_Géorgie_du_Sud-et-les_îles_Sandwich_du_Sud
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_en_Jamaïque
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_officielle_de_l'Union_européenne
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_à_Anguilla
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Langue_à_Guernesey
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Consonne_dentale
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Consonne_occlusive
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Consonne_post-alvéolaire
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Consonne_vélaire
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Français_québécois
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Langue_pluricentrique
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Pays-Bas
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Politique_linguistique_de_l'Union_européenne
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Renaissance
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Sanofi
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Scandinavie
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Vieux_norrois
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Wikipédia_en_anglais_simple
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Égypte
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Mode_de_vie
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anglais_caribéen
http://fr.dbpedia.org/resource/Anglais,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Danny_Baker
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anesthésie
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anti-inflammatoire_non_stéroïdien
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Médecine
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Nausée
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Paracétamol
http://fr.dbpedia.org/resource/Antalgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Vomissement
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Aire_sous_la_courbe_(pharmacocinétique)
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Alexander_Fleming
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Amoxicilline
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anticancéreux
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Bactéricide
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Biologie
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Cellule_(biologie)
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Cyclines_(antibiotiques)
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Direction_générale_de_l'Alimentation
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Découverte_de_la_pénicilline
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Hypoprothrombinémie
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Lapin
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Lithiase_urinaire
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Méthémoglobinémie
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Penicillium_notatum
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Résistance_aux_antibiotiques
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Streptomycine
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Substance_chimique
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Théorie_chimiosmotique
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Traduction
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Traduction_génétique
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Transformation_(génétique)
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Triméthoprime
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Vitamine_B9
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Eligo
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:GyraseCiproTop.png
http://fr.dbpedia.org/resource/Antibiotique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Hépatite_cytolytique
http://fr.dbpedia.org/resource/Arthrose,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Acupuncture
http://fr.dbpedia.org/resource/Arthrose,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Cure_thermale
http://fr.dbpedia.org/resource/Arthrose,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Effet_placebo
http://fr.dbpedia.org/resource/Arthrose,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Granulocyte
http://fr.dbpedia.org/resource/Assurance_maladie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Marketing
http://fr.dbpedia.org/resource/Asthme,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Facteur_de_nécrose_tumorale
http://fr.dbpedia.org/resource/Asthme,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Immunoglobuline_E
http://fr.dbpedia.org/resource/Asthme,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Médecine_non_conventionnelle
http://fr.dbpedia.org/resource/Asthme,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Prick_test
http://fr.dbpedia.org/resource/Asthme,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Maladie
http://fr.dbpedia.org/resource/Autogestion,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/République_socialiste_fédérative_soviétique_de_Russie
http://fr.dbpedia.org/resource/Autogestion,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Saint-Martin-d'Hères
http://fr.dbpedia.org/resource/Autogestion,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Titisme
http://fr.dbpedia.org/resource/Autogestion,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques
http://fr.dbpedia.org/resource/Autogestion,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:OD_2014.jpg
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/.be
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anvers
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Bruges
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Christianisme_orthodoxe
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Eupen
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fête_de_la_Communauté_germanophone
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Gracchus_Babeuf
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Habitat_(écologie)
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/La_Haye
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Namur
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Organisation_pour_l'interdiction_des_armes_chimiques
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Port_d'Anvers
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Wallon
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:Liége_-_1914_-_1918_-_rue_du_Plan_incluné.jpg
http://fr.dbpedia.org/resource/Belgique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:Great_Coat_of_Arms_of_Belgium.svg
http://fr.dbpedia.org/resource/Bloc_de_branche,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Atrium_(anatomie)
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/1691
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/1923
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/1979
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Act_of_Settlement_1701
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Amy_Winehouse
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Arabes
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Bailliage_de_Guernesey
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Channel_5_(chaîne_de_télévision)
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Communauté_économique_européenne
http://fr.dbpedia.org/resource/Royaume-Uni,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Drapeau_du_Royaume-Uni
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Foie
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/France
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Guerre_franco-allemande_de_1870
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Hermann_Göring
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Laurent_Tailhade
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Myosis
http://fr.dbpedia.org/resource/Morphine,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Opioïde
http://fr.dbpedia.org/resource/Muscle,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Somite
http://fr.dbpedia.org/resource/Muscle,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Système_nerveux_central
http://fr.dbpedia.org/resource/Muscle,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Érythrocyte
http://fr.dbpedia.org/resource/Myorelaxant,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Choc_anaphylactique
http://fr.dbpedia.org/resource/Natation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/1873
http://fr.dbpedia.org/resource/Natation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Arena_(entreprise)
http://fr.dbpedia.org/resource/Natation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Enith_Brigitha
http://fr.dbpedia.org/resource/Natation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Flagelle
http://fr.dbpedia.org/resource/Natation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Platon
http://fr.dbpedia.org/resource/Neck,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Lac_de_Constance
http://fr.dbpedia.org/resource/Neck,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Morro_Rock
http://fr.dbpedia.org/resource/Neuropathie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Brûlure
http://fr.dbpedia.org/resource/Neuropathie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fasciculation
http://fr.dbpedia.org/resource/Neuropathie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Maladie_de_Charcot-Marie-Tooth
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/1967_en_science
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Autriche-Hongrie
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Catégorie:Neurosciences
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Cellule_de_lieu
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Chromatographie_en_phase_liquide_à_haute_performance
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Facteur_de_croissance
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Goût
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Konrad_Lorenz
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Plaque_motrice
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Psychanalyse
http://fr.dbpedia.org/resource/Neurosciences,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Migration_neuronale
http://fr.dbpedia.org/resource/Neurostimulation,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Nerf_vague
http://fr.dbpedia.org/resource/Nuelles,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/L'Arbresle
http://fr.dbpedia.org/resource/Odds_ratio,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Statistique_(indicateur)
http://fr.dbpedia.org/resource/Disque_de_certification,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:HerbieHancock20101129C.jpg
http://fr.dbpedia.org/resource/Relation_d'ordre,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Borne_supérieure_et_borne_inférieure
http://fr.dbpedia.org/resource/Organisation_régionale_interaméricaine_des_travailleurs,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Confédération_syndicale_internationale
http://fr.dbpedia.org/resource/Organisation_régionale_interaméricaine_des_travailleurs,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Secrétaire_général
http://fr.dbpedia.org/resource/Organisation_régionale_interaméricaine_des_travailleurs,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Institut_américain_pour_le_développement_ouvrier_libre
http://fr.dbpedia.org/resource/Pain,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fête_nationale_suisse
http://fr.dbpedia.org/resource/Pain,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Taguella
http://fr.dbpedia.org/resource/Pain,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Végétal
http://fr.dbpedia.org/resource/Pain,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Mie
http://fr.dbpedia.org/resource/Pain,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Pain_brun
http://fr.dbpedia.org/resource/Arthralgie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Arthrose
http://fr.dbpedia.org/resource/Phosphate,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Levure_de_boulanger
http://fr.dbpedia.org/resource/Phosphate,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Production_d'eau_potable
http://fr.dbpedia.org/resource/Phosphate,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Solution_aqueuse
http://fr.dbpedia.org/resource/Phosphate,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fichier:Nauru-phosphatefields.jpg
http://fr.dbpedia.org/resource/Effet_placebo,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Comportement_social
http://fr.dbpedia.org/resource/Effet_placebo,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Neurology_(revue)
http://fr.dbpedia.org/resource/Petit_bassin,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Abdomen
http://fr.dbpedia.org/resource/Petit_bassin,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Artère_iliaque_externe
http://fr.dbpedia.org/resource/Petit_bassin,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Viscère
http://fr.dbpedia.org/resource/Anneau_principal,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Entier_relatif
http://fr.dbpedia.org/resource/Anneau_principal,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Localisation_(mathématiques)
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Agenda_21
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Artificialisation
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Avatar_(informatique)
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Biodiversité
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Dominique_Dron
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Gestion_des_ressources_humaines
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Méthode_de_Delphes
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Niels_E._Skakkebaek
http://fr.dbpedia.org/resource/Prospective,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Philippe_Cahen
http://fr.dbpedia.org/resource/Proton,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Fermion
http://fr.dbpedia.org/resource/Proton,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Numéro_atomique
http://fr.dbpedia.org/resource/Proton,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Particule_virtuelle
http://fr.dbpedia.org/resource/Proton,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/William_Prout
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Anthropomorphisme
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Code_de_déontologie_des_psychologues
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Intelligence_artificielle
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Johann_Friedrich_Herbart
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Psychologie_de_la_santé_au_travail
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Psychologie_légale
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Théorie_sociale_cognitive
http://fr.dbpedia.org/resource/Psychologie,http://dbpedia.org/ontology/wikiPageWikiLink,"http://fr.dbpedia.org/resource/Fichier:Behavior_Analysis_Laboratory,_Szeged.jpg"
http://fr.dbpedia.org/resource/Psychologue,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Cadre_juridique_de_la_santé_mentale_en_France
http://fr.dbpedia.org/resource/Psychologue,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Code_de_déontologie_des_psychologues
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Autochorie
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Caryopse
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Diploïde
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Drupe
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Glossaire_phytosanitaire
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Hémicryptophyte
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Lac
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Noix_de_coco
http://fr.dbpedia.org/resource/Glossaire_de_botanique,http://dbpedia.org/ontology/wikiPageWikiLink,http://fr.dbpedia.org/resource/Plante_envahissante
